feature_1,feature_2,correlation,abs_correlation
pos_ratio_adj,pos_ratio_pron,-0.2807745199539132,0.2807745199539132
pos_ratio_noun,pos_ratio_sconj,-0.2789652925376044,0.2789652925376044
maximum_parse_depth,period_ratio,-0.2780541616522272,0.2780541616522272
comma_ratio,pos_ratio_sconj,-0.27802346399515654,0.27802346399515654
pos_ratio_x,sentence_length_burstiness,0.27705158170576194,0.27705158170576194
pos_ratio_propn,pos_ratio_sconj,-0.27669294942696365,0.27669294942696365
pos_ratio_verb,word_length_burstiness,-0.27522879071228834,0.27522879071228834
average_word_length,pos_ratio_sconj,-0.27443890208244515,0.27443890208244515
average_parse_depth,pos_ratio_adp,0.27309386090038296,0.27309386090038296
pos_ratio_adv,pos_ratio_noun,-0.2717760246986105,0.2717760246986105
average_word_length,noun_to_verb_ratio,0.26852295888680056,0.26852295888680056
average_word_length,maximum_parse_depth,0.2676852861808218,0.2676852861808218
average_sentence_length,noun_to_verb_ratio,0.26328361945814444,0.26328361945814444
maximum_parse_depth,sentence_length_burstiness,0.26142389273348277,0.26142389273348277
pos_ratio_part,pos_ratio_propn,-0.26031370945229426,0.26031370945229426
pos_ratio_noun,pos_ratio_part,-0.258533756567538,0.258533756567538
average_sentence_length,pos_ratio_punct,-0.2546632510048036,0.2546632510048036
word_length_variance,pos_ratio_noun,0.25307882970625417,0.25307882970625417
pos_ratio_part,pos_ratio_punct,-0.25239078575296864,0.25239078575296864
rttr_root_type_token_ratio,long_sentence_ratio,0.2520239273562779,0.2520239273562779
pos_ratio_num,pos_ratio_verb,-0.25179757278716985,0.25179757278716985
average_parse_depth,pos_ratio_noun,0.25038088582036666,0.25038088582036666
pos_ratio_part,pos_ratio_sconj,0.24896776622242503,0.24896776622242503
rttr_root_type_token_ratio,pos_ratio_propn,0.2487927576029263,0.2487927576029263
pos_ratio_adv,pos_ratio_det,-0.24677956702264064,0.24677956702264064
comma_ratio,pos_ratio_verb,-0.24612506238449783,0.24612506238449783
pos_ratio_noun,pos_ratio_propn,-0.24499677667676203,0.24499677667676203
pos_ratio_noun,sentence_length_burstiness,-0.24415969850789113,0.24415969850789113
punctuation_per_word,pos_ratio_intj,0.24281027134959648,0.24281027134959648
pos_ratio_adv,pos_ratio_propn,-0.24144624305096615,0.24144624305096615
sentence_length_iqr,position_burstiness_diff,0.24112678690172087,0.24112678690172087
maximum_parse_depth,noun_to_verb_ratio,0.2406252777689711,0.2406252777689711
pos_ratio_x,sentence_length_iqr,0.23700657909187567,0.23700657909187567
pos_ratio_aux,clause_length_burstiness,-0.2364786645069013,0.2364786645069013
average_word_length,clause_length_burstiness,0.23615321988500457,0.23615321988500457
pos_ratio_adj,pos_ratio_noun,0.23590164880060469,0.23590164880060469
average_word_length,pos_ratio_part,-0.23082539519358808,0.23082539519358808
position_burstiness_diff,clause_length_burstiness,0.22870138572123686,0.22870138572123686
average_word_length,comma_ratio,0.2282043667547467,0.2282043667547467
average_parse_depth,pos_ratio_pron,-0.22739422526950706,0.22739422526950706
pos_ratio_aux,pos_ratio_punct,-0.22652253865674007,0.22652253865674007
long_sentence_ratio,perplexity,0.2264398015845539,0.2264398015845539
pos_ratio_propn,sentence_length_burstiness,0.2262735704313983,0.2262735704313983
sentence_length_variance,parse_depth_variance,0.22571146439017098,0.22571146439017098
punctuation_per_word,clause_length_burstiness,0.22472353040077184,0.22472353040077184
word_length_variance,pos_ratio_aux,-0.22469134124753262,0.22469134124753262
pos_ratio_adj,sentence_length_burstiness,-0.22453142697722037,0.22453142697722037
word_length_variance,pos_ratio_sconj,-0.22226006687833272,0.22226006687833272
pos_ratio_sconj,word_length_burstiness,-0.22182637913900413,0.22182637913900413
pos_ratio_adj,pos_ratio_verb,-0.2156094885906017,0.2156094885906017
pos_ratio_punct,pos_ratio_x,0.2156059715330736,0.2156059715330736
average_parse_depth,pos_ratio_adj,0.21346821037575894,0.21346821037575894
maximum_parse_depth,sentence_length_iqr,0.2121215912140875,0.2121215912140875
hapax_legomena_ratio,pos_ratio_aux,-0.21147971899476772,0.21147971899476772
rttr_root_type_token_ratio,pos_ratio_pron,-0.21113372226756466,0.21113372226756466
pos_ratio_punct,clause_length_burstiness,0.2111231044773224,0.2111231044773224
pos_ratio_cconj,sentence_length_burstiness,-0.20915517260081698,0.20915517260081698
comma_ratio,pos_ratio_pron,-0.20869917757447584,0.20869917757447584
pos_ratio_intj,pos_ratio_noun,-0.20722414762202676,0.20722414762202676
average_parse_depth,pos_ratio_intj,-0.20671425695975176,0.20671425695975176
pos_ratio_adv,noun_to_verb_ratio,-0.20641398630845417,0.20641398630845417
exclamation_mark_ratio,punctuation_per_word,0.20573442664005842,0.20573442664005842
pos_ratio_adv,pos_ratio_pron,0.20569073445161845,0.20569073445161845
maximum_parse_depth,pos_ratio_aux,-0.2053333233749967,0.2053333233749967
average_sentence_length,parse_depth_variance,0.20520592428690962,0.20520592428690962
pos_ratio_propn,pos_ratio_punct,0.20504446263543818,0.20504446263543818
pos_ratio_num,sentence_length_burstiness,0.20397036226373183,0.20397036226373183
hapax_legomena_ratio,sentence_length_iqr,-0.20365341946252333,0.20365341946252333
exclamation_mark_ratio,sentence_length_burstiness,0.2025386725142059,0.2025386725142059
average_parse_depth,noun_to_verb_ratio,0.20240574100442474,0.20240574100442474
word_length_variance,pos_ratio_adj,0.20236983487423185,0.20236983487423185
punctuation_per_word,pos_ratio_verb,-0.19999983263343243,0.19999983263343243
pos_ratio_noun,long_sentence_ratio,-0.19861649627235667,0.19861649627235667
pos_ratio_noun,sentence_length_iqr,-0.19722322160994485,0.19722322160994485
question_mark_ratio,punctuation_per_word,0.19664233060161693,0.19664233060161693
pos_ratio_aux,pos_ratio_num,-0.1960159178943427,0.1960159178943427
hapax_legomena_ratio,pos_ratio_sconj,-0.1949055740479273,0.1949055740479273
pos_ratio_intj,pos_ratio_pron,0.19484399666347696,0.19484399666347696
hapax_legomena_ratio,maximum_parse_depth,-0.19460279308732478,0.19460279308732478
pos_ratio_num,pos_ratio_part,-0.19265928375137076,0.19265928375137076
pos_ratio_x,long_sentence_ratio,0.19250701050626526,0.19250701050626526
question_mark_ratio,pos_ratio_intj,0.18904046057717536,0.18904046057717536
pos_ratio_num,pos_ratio_pron,-0.18879291315922891,0.18879291315922891
hapax_legomena_ratio,pos_ratio_punct,0.18852120494299457,0.18852120494299457
exclamation_mark_ratio,sentence_length_iqr,0.1883901712140879,0.1883901712140879
position_burstiness_diff,long_sentence_ratio,0.1872124537684548,0.1872124537684548
pos_ratio_adp,pos_ratio_intj,-0.18697906105665088,0.18697906105665088
pos_ratio_cconj,pos_ratio_det,-0.1869664586000842,0.1869664586000842
maximum_parse_depth,pos_ratio_adp,0.18433805300771092,0.18433805300771092
average_parse_depth,sentence_length_burstiness,-0.18400902142923148,0.18400902142923148
pos_ratio_adj,long_sentence_ratio,-0.18383982446155153,0.18383982446155153
average_word_length,perplexity,-0.18380822253313892,0.18380822253313892
pos_ratio_pron,word_length_burstiness,-0.1827929615245312,0.1827929615245312
rttr_root_type_token_ratio,pos_ratio_adp,0.1820501465898209,0.1820501465898209
comma_ratio,perplexity,-0.1817012531372087,0.1817012531372087
hapax_legomena_ratio,pos_ratio_part,-0.18103206614097614,0.18103206614097614
average_parse_depth,long_sentence_ratio,-0.18103065541904886,0.18103065541904886
question_mark_ratio,sentence_length_burstiness,0.1807477974784553,0.1807477974784553
average_parse_depth,clause_length_burstiness,0.1804023687405471,0.1804023687405471
pos_ratio_intj,pos_ratio_punct,0.1787529822584042,0.1787529822584042
question_mark_ratio,pos_ratio_noun,-0.17834854040602785,0.17834854040602785
average_word_length,long_sentence_ratio,-0.1777157886164052,0.1777157886164052
comma_ratio,pos_ratio_aux,-0.1776525098409517,0.1776525098409517
pos_ratio_propn,sentence_length_iqr,0.17764011380466885,0.17764011380466885
pos_ratio_num,noun_to_verb_ratio,0.17728222846383337,0.17728222846383337
word_length_variance,punctuation_per_word,0.1770620666248434,0.1770620666248434
rttr_root_type_token_ratio,pos_ratio_part,-0.1746657912782219,0.1746657912782219
average_parse_depth,perplexity,-0.1731692620621513,0.1731692620621513
question_mark_ratio,long_sentence_ratio,0.17308306323933184,0.17308306323933184
comma_ratio,word_length_burstiness,0.17271344156013121,0.17271344156013121
pos_ratio_pron,clause_length_burstiness,-0.17153502249993646,0.17153502249993646
pos_ratio_propn,clause_length_burstiness,0.171284216292761,0.171284216292761
maximum_parse_depth,perplexity,-0.17120258613642889,0.17120258613642889
maximum_parse_depth,position_burstiness_diff,0.17109008957672384,0.17109008957672384
pos_ratio_intj,sentence_length_burstiness,0.17096667757888134,0.17096667757888134
pos_ratio_pron,pos_ratio_punct,-0.17090297229403825,0.17090297229403825
average_parse_depth,question_mark_ratio,-0.17044727371857302,0.17044727371857302
pos_ratio_cconj,pos_ratio_sconj,-0.17029243475302475,0.17029243475302475
pos_ratio_adj,pos_ratio_propn,-0.17016137807313161,0.17016137807313161
average_word_length,sentence_length_burstiness,-0.1693060893677389,0.1693060893677389
pos_ratio_punct,sentence_length_burstiness,0.16924709290409115,0.16924709290409115
pos_ratio_adp,pos_ratio_det,0.16756587323726255,0.16756587323726255
sentence_length_variance,maximum_parse_depth,0.16751996731672444,0.16751996731672444
pos_ratio_det,pos_ratio_part,-0.1659270944589299,0.1659270944589299
pos_ratio_punct,perplexity,0.1658425248557397,0.1658425248557397
pos_ratio_det,pos_ratio_propn,0.16508801197587575,0.16508801197587575
punctuation_per_word,sentence_length_iqr,0.16507382915962734,0.16507382915962734
average_parse_depth,pos_ratio_aux,-0.1645215574357819,0.1645215574357819
pos_ratio_cconj,pos_ratio_propn,-0.16388637413326188,0.16388637413326188
punctuation_per_word,word_length_burstiness,0.16311473250998176,0.16311473250998176
pos_ratio_intj,long_sentence_ratio,0.16262519403212103,0.16262519403212103
average_word_length,pos_ratio_intj,-0.1625026739096475,0.1625026739096475
question_mark_ratio,pos_ratio_punct,0.16217642070566385,0.16217642070566385
word_length_variance,noun_to_verb_ratio,0.1621456780329748,0.1621456780329748
comma_ratio,noun_to_verb_ratio,0.16190172665180552,0.16190172665180552
question_mark_ratio,pos_ratio_pron,0.16115036128689478,0.16115036128689478
pos_ratio_cconj,long_sentence_ratio,-0.16038315977666232,0.16038315977666232
pos_ratio_x,word_length_burstiness,0.15994772935752366,0.15994772935752366
word_length_variance,clause_length_burstiness,0.15973129052823615,0.15973129052823615
pos_ratio_adv,pos_ratio_sconj,0.15954789839322725,0.15954789839322725
word_length_variance,comma_ratio,0.15814811449638008,0.15814811449638008
sentence_length_burstiness,perplexity,0.15779902696498826,0.15779902696498826
period_ratio,pos_ratio_sconj,-0.15712759484838215,0.15712759484838215
pos_ratio_punct,sentence_length_iqr,0.1559548937731006,0.1559548937731006
pos_ratio_adp,pos_ratio_punct,-0.15516936073625745,0.15516936073625745
exclamation_mark_ratio,long_sentence_ratio,0.15508079239599679,0.15508079239599679
pos_ratio_adp,pos_ratio_adv,-0.15490698934518501,0.15490698934518501
pos_ratio_adj,sentence_length_iqr,-0.15476464597796705,0.15476464597796705
pos_ratio_num,sentence_length_iqr,0.1537936827690386,0.1537936827690386
comma_ratio,pos_ratio_part,-0.1534282541995884,0.1534282541995884
pos_ratio_adj,pos_ratio_num,-0.15257382290181587,0.15257382290181587
maximum_parse_depth,pos_ratio_pron,-0.1517484732918161,0.1517484732918161
rttr_root_type_token_ratio,pos_ratio_x,0.1517400542914603,0.1517400542914603
punctuation_per_word,pos_ratio_part,-0.15141681205583127,0.15141681205583127
average_parse_depth,sentence_length_iqr,-0.1509702082437073,0.1509702082437073
comma_ratio,pos_ratio_cconj,0.15008087947052867,0.15008087947052867
pos_ratio_punct,long_sentence_ratio,0.1499193276018866,0.1499193276018866
pos_ratio_adj,pos_ratio_part,-0.14845737106688453,0.14845737106688453
hapax_legomena_ratio,pos_ratio_pron,-0.14832348715659796,0.14832348715659796
word_length_variance,pos_ratio_verb,-0.14780564794905834,0.14780564794905834
average_sentence_length,pos_ratio_adp,0.14666194708155111,0.14666194708155111
word_length_variance,pos_ratio_part,-0.14619612081009778,0.14619612081009778
question_mark_ratio,pos_ratio_adp,-0.14561459064324106,0.14561459064324106
pos_ratio_cconj,sentence_length_iqr,-0.14447922681323194,0.14447922681323194
exclamation_mark_ratio,pos_ratio_noun,-0.14344253081043037,0.14344253081043037
word_length_variance,pos_ratio_punct,0.1432298660380945,0.1432298660380945
pos_ratio_num,pos_ratio_sconj,-0.142818044808016,0.142818044808016
question_mark_ratio,sentence_length_iqr,0.14264549104802599,0.14264549104802599
maximum_parse_depth,punctuation_per_word,-0.14251544376988676,0.14251544376988676
period_ratio,pos_ratio_cconj,-0.14196339697538155,0.14196339697538155
hapax_legomena_ratio,pos_ratio_propn,0.141939000293797,0.141939000293797
average_sentence_length,clause_length_burstiness,0.14139683112253754,0.14139683112253754
sentence_length_variance,average_parse_depth,0.14104941452374883,0.14104941452374883
average_word_length,pos_ratio_propn,0.14091017854677226,0.14091017854677226
exclamation_mark_ratio,pos_ratio_punct,0.14044757368854305,0.14044757368854305
pos_ratio_num,pos_ratio_punct,0.14037982459886492,0.14037982459886492
period_ratio,sentence_length_iqr,0.13992529682846844,0.13992529682846844
word_length_variance,period_ratio,0.13972843461790121,0.13972843461790121
pos_ratio_adp,pos_ratio_propn,0.13963380065061995,0.13963380065061995
period_ratio,pos_ratio_adp,-0.13961403616145224,0.13961403616145224
word_length_variance,pos_ratio_adp,0.13907608754995762,0.13907608754995762
average_parse_depth,exclamation_mark_ratio,-0.13852009936343407,0.13852009936343407
question_mark_ratio,pos_ratio_aux,0.138198392937641,0.138198392937641
pos_ratio_propn,long_sentence_ratio,0.13800569912877,0.13800569912877
noun_to_verb_ratio,clause_length_burstiness,0.1379094617002783,0.1379094617002783
pos_ratio_part,clause_length_burstiness,-0.13645537829980434,0.13645537829980434
pos_ratio_x,clause_length_burstiness,0.13613970008554976,0.13613970008554976
sentence_length_variance,noun_to_verb_ratio,0.13612774130203562,0.13612774130203562
period_ratio,sentence_length_burstiness,0.13603919900752423,0.13603919900752423
pos_ratio_cconj,pos_ratio_num,-0.1360090770467175,0.1360090770467175
pos_ratio_verb,clause_length_burstiness,-0.13575792940520007,0.13575792940520007
average_word_length,question_mark_ratio,-0.13574700952442537,0.13574700952442537
maximum_parse_depth,pos_ratio_punct,-0.13571960652388815,0.13571960652388815
rttr_root_type_token_ratio,pos_ratio_cconj,-0.13452806835749215,0.13452806835749215
maximum_parse_depth,pos_ratio_propn,0.1334652319253595,0.1334652319253595
hapax_legomena_ratio,pos_ratio_det,-0.13297833467818415,0.13297833467818415
word_length_variance,hapax_legomena_ratio,0.13292823377263138,0.13292823377263138
average_word_length,pos_ratio_adv,-0.13272052594458866,0.13272052594458866
pos_ratio_num,clause_length_burstiness,0.13177823465415592,0.13177823465415592
pos_ratio_adj,pos_ratio_det,-0.13152445571438107,0.13152445571438107
pos_ratio_adj,pos_ratio_sconj,-0.13139500642057259,0.13139500642057259
pos_ratio_propn,position_burstiness_diff,0.13117027771077747,0.13117027771077747
word_length_variance,rttr_root_type_token_ratio,0.13109376232633765,0.13109376232633765
pos_ratio_adj,pos_ratio_intj,-0.13056224408756212,0.13056224408756212
pos_ratio_punct,noun_to_verb_ratio,0.1303904118495792,0.1303904118495792
pos_ratio_num,position_burstiness_diff,0.13015919501276765,0.13015919501276765
rttr_root_type_token_ratio,exclamation_mark_ratio,0.12996135656408647,0.12996135656408647
exclamation_mark_ratio,pos_ratio_pron,0.12981415386615075,0.12981415386615075
word_length_variance,average_parse_depth,0.12857804105690704,0.12857804105690704
pos_ratio_intj,pos_ratio_x,0.12854889461498667,0.12854889461498667
pos_ratio_adp,perplexity,-0.12821132984469302,0.12821132984469302
average_sentence_length,sentence_length_iqr,-0.1272258182958179,0.1272258182958179
average_sentence_length,pos_ratio_sconj,0.12705988196521606,0.12705988196521606
punctuation_per_word,pos_ratio_det,-0.12697179430484928,0.12697179430484928
pos_ratio_cconj,perplexity,-0.1260512123551332,0.1260512123551332
pos_ratio_adj,pos_ratio_cconj,0.1259064030527416,0.1259064030527416
average_parse_depth,pos_ratio_x,-0.12548648584984326,0.12548648584984326
pos_ratio_adv,word_length_burstiness,-0.12494763933611602,0.12494763933611602
comma_ratio,pos_ratio_intj,0.12469452921793027,0.12469452921793027
pos_ratio_adv,perplexity,0.12392125650561966,0.12392125650561966
pos_ratio_intj,sentence_length_iqr,0.12315161045544962,0.12315161045544962
exclamation_mark_ratio,question_mark_ratio,0.12307900762445632,0.12307900762445632
maximum_parse_depth,long_sentence_ratio,0.12305978136798207,0.12305978136798207
exclamation_mark_ratio,pos_ratio_x,0.12284375557983192,0.12284375557983192
period_ratio,pos_ratio_intj,0.12174947369761215,0.12174947369761215
punctuation_per_word,pos_ratio_propn,0.12116522672437646,0.12116522672437646
pos_ratio_intj,perplexity,0.1203238351877451,0.1203238351877451
rttr_root_type_token_ratio,pos_ratio_sconj,-0.1202103584985851,0.1202103584985851
pos_ratio_cconj,pos_ratio_x,-0.11988480931496306,0.11988480931496306
hapax_legomena_ratio,word_length_burstiness,0.11974528917391511,0.11974528917391511
exclamation_mark_ratio,pos_ratio_adv,0.11973628405571991,0.11973628405571991
punctuation_per_word,pos_ratio_adp,-0.11966986703383421,0.11966986703383421
pos_ratio_sym,sentence_length_burstiness,0.11889289781288187,0.11889289781288187
pos_ratio_num,long_sentence_ratio,0.11887476889957481,0.11887476889957481
question_mark_ratio,perplexity,0.11882975001165462,0.11882975001165462
pos_ratio_adv,sentence_length_burstiness,0.11792090808063456,0.11792090808063456
pos_ratio_sconj,clause_length_burstiness,-0.11790248631016222,0.11790248631016222
hapax_legomena_ratio,noun_to_verb_ratio,0.11772709375867345,0.11772709375867345
pos_ratio_pron,sentence_length_burstiness,0.11634835327129922,0.11634835327129922
hapax_legomena_ratio,pos_ratio_adv,0.11584428320064051,0.11584428320064051
average_word_length,pos_ratio_num,-0.1158302550865567,0.1158302550865567
pos_ratio_det,pos_ratio_intj,-0.11567358157234311,0.11567358157234311
punctuation_per_word,pos_ratio_x,0.11555424889550638,0.11555424889550638
pos_ratio_noun,pos_ratio_verb,-0.1150998270106962,0.1150998270106962
parse_depth_variance,sentence_length_burstiness,0.11498508632954417,0.11498508632954417
rttr_root_type_token_ratio,pos_ratio_adv,0.1148854495370363,0.1148854495370363
average_parse_depth,pos_ratio_adv,-0.11464091932035066,0.11464091932035066
question_mark_ratio,pos_ratio_adj,-0.1135381131510468,0.1135381131510468
pos_ratio_adv,pos_ratio_verb,0.11351252605559568,0.11351252605559568
pos_ratio_sym,word_length_burstiness,0.1132818316687337,0.1132818316687337
rttr_root_type_token_ratio,pos_ratio_num,0.11287567419172832,0.11287567419172832
pos_ratio_pron,long_sentence_ratio,0.1128535162370078,0.1128535162370078
average_word_length,pos_ratio_det,-0.1120716868826896,0.1120716868826896
period_ratio,long_sentence_ratio,0.11184559221173081,0.11184559221173081
pos_ratio_det,word_length_burstiness,0.11112193229677492,0.11112193229677492
pos_ratio_verb,pos_ratio_x,-0.11088468658753133,0.11088468658753133
rttr_root_type_token_ratio,perplexity,-0.11084181524612399,0.11084181524612399
pos_ratio_aux,word_length_burstiness,-0.11045458856383127,0.11045458856383127
comma_ratio,pos_ratio_propn,0.11029058290023436,0.11029058290023436
pos_ratio_x,position_burstiness_diff,0.110007117156824,0.110007117156824
exclamation_mark_ratio,clause_length_burstiness,0.1098842719832595,0.1098842719832595
pos_ratio_det,pos_ratio_punct,-0.10929231367618548,0.10929231367618548
pos_ratio_noun,pos_ratio_punct,-0.10916401864245992,0.10916401864245992
pos_ratio_det,clause_length_burstiness,-0.10888329776181628,0.10888329776181628
word_length_variance,pos_ratio_x,0.10850638980058289,0.10850638980058289
pos_ratio_aux,pos_ratio_x,-0.10842686447861907,0.10842686447861907
punctuation_per_word,sentence_length_burstiness,0.10797425451330842,0.10797425451330842
maximum_parse_depth,pos_ratio_noun,0.10723733623653676,0.10723733623653676
rttr_root_type_token_ratio,pos_ratio_det,-0.10684160837152183,0.10684160837152183
pos_ratio_num,word_length_burstiness,0.10681652155653158,0.10681652155653158
exclamation_mark_ratio,pos_ratio_det,-0.10614247451207846,0.10614247451207846
pos_ratio_cconj,pos_ratio_punct,-0.10608537317990492,0.10608537317990492
noun_to_verb_ratio,position_burstiness_diff,0.10598070269766499,0.10598070269766499
pos_ratio_aux,pos_ratio_det,-0.10555181158173434,0.10555181158173434
pos_ratio_adv,long_sentence_ratio,0.10516741945075571,0.10516741945075571
period_ratio,pos_ratio_x,0.10463131042648915,0.10463131042648915
pos_ratio_adp,pos_ratio_cconj,-0.10443136966756268,0.10443136966756268
maximum_parse_depth,pos_ratio_intj,-0.1040705844403068,0.1040705844403068
comma_ratio,pos_ratio_adv,-0.10363373455885763,0.10363373455885763
pos_ratio_sym,sentence_length_iqr,0.10348982669071155,0.10348982669071155
comma_ratio,pos_ratio_det,-0.10282119020540208,0.10282119020540208
pos_ratio_adj,pos_ratio_aux,-0.10259168138906902,0.10259168138906902
rttr_root_type_token_ratio,position_burstiness_diff,0.1023963619774507,0.1023963619774507
pos_ratio_intj,clause_length_burstiness,0.10146510994162139,0.10146510994162139
word_length_variance,pos_ratio_propn,0.10138618579378779,0.10138618579378779
maximum_parse_depth,pos_ratio_adj,0.10059211452943048,0.10059211452943048
period_ratio,pos_ratio_noun,-0.09992240216115016,0.09992240216115016
pos_ratio_adv,pos_ratio_num,-0.09948235398925874,0.09948235398925874
pos_ratio_det,pos_ratio_sconj,-0.099232424440316,0.099232424440316
pos_ratio_adv,pos_ratio_aux,0.09880309902805447,0.09880309902805447
sentence_length_variance,sentence_length_burstiness,0.09862763635931632,0.09862763635931632
pos_ratio_aux,sentence_length_burstiness,-0.09800459278127982,0.09800459278127982
word_length_variance,pos_ratio_adv,-0.09797119043488911,0.09797119043488911
